TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/Sje5aFHjA6c.txt,Soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/NQwujbLDgag.txt,Soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/ROFRkioMFnQ.txt,Fresh_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/TfN-UtQGEsU.txt,Semi_soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/Wo3KuAy8l0o.txt,Soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/OqDQeVHjWn8.txt,Fresh_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/GayMzm4m-YM.txt,Veined_Cheeses
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/BSvBF2gJKA4.txt,Soft_Cheese
VALIDATION,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/YLmtgd6l_yo.txt,Fresh_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/MD-HEy5Bg1w.txt,Semi_soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/JfAvk7KuhM8.txt,Semi_soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/Jya1o6yd-5I.txt,Semi_soft_Cheese
TEST,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/Y4_8BqDoYDk.txt,Firm_Cheese
VALIDATION,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/KN4bx0i0Cyw.txt,Firm_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/TAkXruTmRKs.txt,Fresh_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/M375z6aLQhU.txt,Soft_Cheese
TEST,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/FdIqlXZlGBo.txt,Firm_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/aQ4ic87mHlI.txt,Firm_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/XdQvjQKG_-c.txt,Semi_soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/d8UD2m0Re8w.txt,Firm_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/Bw_EzTznNn8.txt,Semi_soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/L66h6VWHOrI.txt,Semi_soft_Cheese
TRAIN,gs://translation_samples_beta/export_data-me_do_not_delete-2020-04-09T20:37:36.068Z/files/Qh4yVQsvCW0.txt,Fresh_Cheese
